StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q5_1,Q5_2,Q17,Q27,Q18_5,Q29,Q30,Q31,Q32,Q33,Q156,Q155,Q37,Q36,Q35,Q40,Q41,Q42,Q52,Q44,Q45,Q49,Q50,Q51,Q53,Q54,Q55,Q57,Q58,Q59,Q61,Q62,Q63,Q79,Q80,Q81a,Q81b,Q82,Q83,Q160,Q84,Q93,Q94,Q95,Q159,Q96,Q92,Q94,Q95,Q96,Q97,Q99,Q100,Q101,Q102,Q103,Q105,Q106,Q107,Q108,Q109,Q122,Q123,Q124,Q125,Q127,Q126,Q129,Q130,Q131,Q132,Q134,Q135,Q136,Q137,Q138,Q139,Q141,Q142,Q143,Q144,Q134,Q160,Q135,Q118 - Topics
5/21/2019 6:41,5/21/2019 7:15,IP Address,192.114.105.254,100,2029,TRUE,5/21/2019 7:15,R_2wbON8LBJzuaYJX,,,,,32.81599426,34.98210144,anonymous,HE,נקבה,24,7,כן,תואר ראשון,2,,,,,,,,,,,,,,,,,calculates a worker's wage according to his hourly wage and num of hours of work,hourly wage,amount of hours working,return(hour*rate),full_time_hours_weekly,overtime_hourly_wage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"מחשב את מספר הקומות שיש לעלות או לרדת ואת הכיוון, ושולח את המעלית לשם.",src_floor,dest_floor,floor_diff,door_status,"1. for i from min_floor to max_floor:
   a. door_status = open
   b. go_up(1)
",,,,,max_perks_per_month,monthly_amount_for_perk,perks_counter,is_entitled,כן,לא,כן,
5/21/2019 7:24,5/21/2019 7:39,IP Address,85.64.42.157,100,916,TRUE,5/21/2019 7:39,R_1hRJCbi12dvgmky,,,,,32.81599426,34.98210144,anonymous,HE,זכר,20,5,כן,תואר ראשון,2,,,,,,Yes,"(calculate_difficulty(grid_size, num_of_mines",game_time,game_board,make a given square's value (by coordinates) visible to the player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"מחשב את כיוון הנסיעה הרצוי ואת מספר הקומות לנסיעה בהתאם לקומה הנוכחית ולקומת היעד, ונוסע בהתאם",destination_floor,current_floor,floor_distance,door_state,"close_door()
current_floor = 0
while (current_floor < MAX_FLOOR):
        go_up(1)
        open_door()
        close_door()
",MAX_MONTHLY_BENEFIT,BENEFIT_TO_ILS,current_month_benefits,"has_benefits_left(entitled, used",,,,,כן,לא,לא,
5/21/2019 5:52,5/21/2019 7:43,IP Address,192.114.91.229,100,6676,TRUE,5/21/2019 7:43,R_7afyviSnKXNxo9H,,,,,31.7808075,35.22869873,anonymous,HE,זכר,26,2,כן,תואר ראשון,3,כן,"shula_game(row,col,,num_mine)",time_stamp,shula_radius,,,,,,,,,,,,,calculate wages,,,,,,,,,,,,,,,,,,,,win_x,find were the x or o lended,idenfiy which in row its lended,idenfiy which in col  its lended,"grid_func(grid_row,grid_col)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,כן,לא,לא,
5/21/2019 8:26,5/21/2019 8:47,IP Address,80.246.137.60,100,1241,TRUE,5/21/2019 8:47,R_2UgrsGR8pM2o196,,,,,32.06669617,34.76669312,anonymous,HE,זכר,19,8,לא,,,כן,"float rate_difficulty(int board_width, int board_height, int mine_count)",game_duration,mine_board,בודק משבצת בלוח המוקשים ומבצע פעולה מתאימה לפי התוצאה מלוח המוקשים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gameboard,"משער שמשמשת להצבת ערך במטריצת מצב הלוח, אבל חסרה אינדיקציה לגבי של מי התור ואיך לוח המשחק נכנס לתמונה",לציין באיזו שורה בלוח מבצע המהלך בחר,לציין באיזה טור בלוח מבצע המהלך בחר,display_gameboard(char[] gameboard),,,,,,,,,,,,,,,,,בודק איפה נמצאת קומת היעד ביחס לקומה הנוכחית ומעלה/מוריד את המעלית מספר קומות מסוים על מנת להביא אותה אל קומת היעד,destination_floor,current_floor,floor_difference,is_door_open,"for floor in floor count - 1:
go up(1)
open door
wait
close door",,,,,,,,,לא,,לא,
5/21/2019 8:57,5/21/2019 9:41,IP Address,77.124.117.148,100,2651,TRUE,5/21/2019 9:41,R_Z477TIifFMJ0I0x,,,,,32.08210754,34.81219482,anonymous,HE,זכר,25,1,כן,תואר ראשון,2,,,,,,,,,,,,,,,,,pay an employee a salary according to to the hours and rate given,to represent the number of work hours passed since the last payment, represent the current fixed rate wanted for the employee,"pay (hours, rate){
int salary=hours*rate;
this.send_money(salary)
",FULLTIME_REQUIRED,overtime_rate,,,,cheese_location,visited_locations,Maze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MONTHLY_PINUK_MAX,PINUK_REQUIREMENT,monthly_pinuks,"bool can_get_pinuk(int monthly_pinuks, int pinuks_taken)",לא,,לא,
5/21/2019 7:28,5/21/2019 10:39,IP Address,5.29.183.5,100,11441,TRUE,5/21/2019 10:39,R_1HhpHTQygiNDW51,,,,,32.81599426,34.98210144,anonymous,HE,נקבה,25,2,כן,תואר ראשון,2,,,,,,Yes,"int levelDifficulty (int* grid_size, int mines_num)  ",game_time,mines_grid,"בהינתן שורה ועמודה, האם יש שם mine","מחשב עבור עובד כמה הוא צריך לקבל בפרק זמן שהוא עבד (יום, חודש..)",שעות העבודה בפועל של העובד,השכר שאותו עובד מקבל לשעה בשקלים,"int pay (int hours, int rate){
  return hours*rate;
}",MAX_REGULAR_HOURS,overtime_rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,מקבלת קבוצת קבצים ומסדרת אותם לפי השם (כנראה לקסיקוגרפית),מצביע למקום בו שמורים הקבצים הרלוונטים למיון. טיפוס file*,file* מערך קבצים או (פחות סביר) רשימת קבצים ,"bool CheckSpaceInDisk(delta, free_space)",,,,,,,,,,,,,,,,,,,,,כן,לא,לא,
5/21/2019 11:52,5/21/2019 12:04,IP Address,85.250.60.9,100,706,TRUE,5/21/2019 12:04,R_1Lu6oAunpeejWru,,,,,32.06669617,34.76669312,anonymous,HE,זכר,29,3,כן,תואר ראשון,4,,,,,,,,,,,משלם לעובד עבור מספר שעות,מציין עבור כמה שעות צריך לשלם,לא יודע,לא כל כך הבנתי,FULL_TIMER_MAX_HOUR,EXTRA_TIME_PAY_ADDITION,,,,,,,,,,cheese_location,visited_room,maze,,,,,,,,,,,,,,board,מהלך של שחקן בו הוא מכניס עמודה ושורה המייצינות מיקום בלוח,באיזה שורה,באיזה עמודה,board_display(Board b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,לא,,לא,
5/21/2019 12:25,5/21/2019 12:31,IP Address,79.182.251.185,100,392,TRUE,5/21/2019 12:31,R_2uKWd03UXr8FdAG,,,,,32.02310181,34.75030518,anonymous,HE,נקבה,25,3,כן,תואר ראשון,3,,,,,,,,,,,תשלום לעובדים,כמה שעות הוא עבד החודש,שכר שעתי,return rate*hours;,FULL_TIME_VALUE,OVERTIME_INCREASE,,,,,,,,,,,,,,,,,,,,,grid_state,לוקח צעד יחיד של השחקן הנוכחי,באיזו שורה מסמנים את האיקס\ עיגול,באיזו עמודה מסמנים את האיקס\ עיגול,display_board(Grid current_board),,,,,,,,,,,,,,,,,,,,,,מחליט האם המעלית צריכה לעלות או לרדת כדי להגיע ליעד,dest,cur,input,door_state,,,,,,,,,,לא,,לא,
5/21/2019 12:21,5/21/2019 12:37,IP Address,77.126.47.13,100,948,TRUE,5/21/2019 12:37,R_2t9GxeZJJQGc2ws,,,,,32.18170166,34.93580627,anonymous,HE,זכר,25,5,כן,תואר ראשון,3,,,,,,Yes,"init_game(size_x, size_y)",game_time,game_board,upon user clicking the board the function will receive the row&col and expose the locations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,sorting the files by alphanumeric order,list of files objects,void,"expand_file(file, requested_size)",,,,,,,,,,,,,,,,,,max_customer_benefits,acquire_benefit_amount,current_month_client_benefits_amount,"use_benefit(current_month_client_benefits_amount, used_client_benefits_this_month)",,,,,לא,,לא,
5/21/2019 12:39,5/21/2019 12:59,IP Address,2.52.76.228,100,1230,TRUE,5/21/2019 12:59,R_2RVqWuKJuRJMw9L,,,,,32.06669617,34.76669312,anonymous,HE,זכר,26,0,כן,תואר ראשון,3,,,,,,Yes,"GetGameDifficultyLevel(grid_size, num_of_mines)",Game_time,Adj_mines,Exposes the given coordinate,מחזיר את השכר החודשי של עובד ,מספר השעות אותן העובד עבד החודש,השכר השעתי של העובד ,Return rate * hours,BASE_HOUR_RATE,EXTRA_HOURS_RATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILE_SIZE,Returns a list of files in lexicographical order,"It’s a list, and it’s role is to be arranged in lezicographical order",The arranged list,"IsSpaceSufficient(file, increase_size, available_space)",,,,,,,,,,,,,,,,,,,,,,,,,,לא,,לא,
5/21/2019 10:42,5/21/2019 14:01,IP Address,77.126.67.92,100,11969,TRUE,5/21/2019 14:01,R_3e9XifMylHqyMBK,,,,,32.06669617,34.76669312,anonymous,HE,נקבה,26,1,כן,תואר ראשון,4,,,,,,,,,,,מגדיר את הסכום שיש לשלם עבור כמות השעות הנקוב והתעריף,להגדיר את כמות השעות שעבר העובד בתקופת הזמן עליה אנחנו מחשבים את השכר,להגדיר את התעריף השעתי של העובד,"pay(hours,rate):

return hours*rate",WORK_HOURS_PER_WEEK,extra_hour_rate,,,,,,,,,,,,,,,,current_board_state,fills the cell of the board at the row and column specified as arguments,define the line of the cell to fill (horizontal), define the column of the cell to fill (vertical),display_board(current_board_state),,,,,,,,,,,,,,,,,,,,,,,,,,,"מגדיר את אופן הפעולה של המעלית כעת - אם לעלות או לרדת, לפי המשתנים הנתונים",source_floor,destination_floor,floor_difference,door_state,"var1=0
var2=1
while var2<max_floor:
    go_up(1)
    var1=var2
    var2=var2+1

",,,,,,,,,כן,לא,כן,
5/21/2019 5:45,5/21/2019 5:46,IP Address,104.132.36.102,67,70,FALSE,5/22/2019 5:46,R_1dAB9GP85jS4zqq,,,,,,,anonymous,HE,נקבה,24,2,לא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2019 5:46,5/22/2019 5:57,IP Address,46.121.250.86,100,635,TRUE,5/22/2019 5:57,R_3elba9kRwqsTS8a,,,,,31.7808075,35.22869873,anonymous,HE,זכר,18,2,לא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,board,puts a sign in a cell,the Y place of the cell,the X place of the cell,show_board(board),,,,,,,,,,,,,,,,,,,,,,,,,,,מעלה או מוריד את המעלית על פי המשתנים var1 או var2,current_floor,required_floor,floor_difference,opened,,,,,,max_benefits,benefit_factor,num_of_benefits,benefits_remain,כן,לא,לא,
5/21/2019 5:56,5/21/2019 6:18,IP Address,2.53.63.40,92,1314,FALSE,5/22/2019 6:18,R_yCr2YxzmECfPeiR,,,,,,,anonymous,HE,זכר,19,2,לא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MaxPinook,Pinook,MonthlyPinook,pinookLeft,,,,
5/21/2019 5:45,5/21/2019 6:31,IP Address,188.64.207.108,62,2773,FALSE,5/22/2019 6:31,R_BKFKSbqCbZwhHxv,,,,,,,anonymous,HE,זכר,18,3,לא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2019 6:49,5/21/2019 7:05,IP Address,188.64.206.141,63,972,FALSE,5/22/2019 7:05,R_2b3sKSDDHCbrFoZ,,,,,,,anonymous,HE,זכר,20,6,כן,תואר ראשון,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2019 7:24,5/21/2019 7:27,IP Address,213.57.152.228,69,153,FALSE,5/22/2019 7:27,R_cO01AyLooDfgNW1,,,,,,,anonymous,HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2019 6:51,5/21/2019 8:26,IP Address,37.142.171.97,68,5719,FALSE,5/22/2019 8:26,R_2c6MjTtdm0s4IIG,,,,,,,anonymous,HE,זכר,27,15,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2019 8:43,5/21/2019 8:48,IP Address,185.175.34.175,67,297,FALSE,5/22/2019 8:49,R_3HNaNkzverI8qx7,,,,,,,anonymous,HE,זכר,25,2,כן,תואר ראשון,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2019 9:11,5/21/2019 9:12,IP Address,2.53.33.165,62,48,FALSE,5/22/2019 9:12,R_3J2k2XS9VRx8uuj,,,,,,,anonymous,HE,נקבה,25,3,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2019 9:54,5/21/2019 9:56,IP Address,37.26.148.196,61,137,FALSE,5/22/2019 9:56,R_UKMCCG28QU7tRx7,,,,,,,anonymous,HE,נקבה,24,1,כן,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2019 10:57,5/21/2019 11:00,IP Address,176.12.210.155,65,181,FALSE,5/22/2019 11:01,R_2YKzqJhGtgB9BOh,,,,,,,anonymous,HE,זכר,30,4,כן,תואר ראשון,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2019 12:43,5/21/2019 12:46,IP Address,217.132.25.11,62,163,FALSE,5/22/2019 12:46,R_emv5IZIug2V6NqN,,,,,,,anonymous,HE,זכר,27,2,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2019 12:52,5/21/2019 13:28,IP Address,77.126.87.38,90,2186,FALSE,5/22/2019 13:28,R_riJtUYGIABSaMOl,,,,,,,anonymous,HE,זכר,26,4,כן,תואר ראשון,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file_size,הפעולה מסדרת את כל שמות הקבצים לפי סדר השם שלהם.,רשימה של שמות הקבצים ,רשימה של הקבצים שמסודרת לפי השמות שלהם,"SpaceInDisk(file,space_on_disk, increase _space)",,,,,,,,,,,,בהינתן הקומה הנוכחית var2 והקומה שאליה רוצים ללכת var1 מחושב ההפרש ב var3 וזה מספר הקומות שיורדים או עולים בהתאמה,target_floor,current_floor,floor_distance,door_state,"עבור i מ 0 ועד max_floor בצע:
go_up(1)
פתח דלת
door_state = 0
סגור דלת",,,,,,,,,,,,
5/22/2019 15:12,5/22/2019 15:37,IP Address,212.179.252.182,100,1491,TRUE,5/22/2019 15:37,R_00LdBYdB5olAWat,,,,,31.7808075,35.22869873,anonymous,HE,נקבה,23,1,כן,תואר ראשון,3,,,,,,,,,,,מחשב את שכר העובד,מספר השעות שהעובד עבד,שכר שעה של העובד,return rate * hour,full_time_job_hours,salary_per_overtime_hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ממש את הפונקציונליות של העליה והירידה של המעלית,destination_floor,origin_floor,floors_distance,elevator_door_state,"int current_floor = 0
while current_floor < elevator.number_of_floors 
}
go_up(1)
elevator_door_state = open
{",,,,,max_pinukim_per_month,shekels_per_pinuk,amount_of_pinukim,"  amount_of_pinukim ,spended_pinukim int available_pinukim (int ",כן,כן,כן,
5/23/2019 0:39,5/23/2019 1:12,IP Address,134.191.232.68,100,1954,TRUE,5/23/2019 1:12,R_2AMPq2mpBIkanm0,,,,,32.06669617,34.76669312,anonymous,HE,זכר,36,11,לא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file_size,היא מקבלת רשימה של שמות קבצים וממיינת אותו על פי השם (אלפבתי),מערך של מחרוזות. כל מחרוזת היא שם של קובץ,פוינטר למערך הממוין,"(canFileBeIncreased(file, sizeAddition, diskFreesapce",,,,,,,מניע את המעלית לקומה המבוקשת,detestationFloor,currentFloorPosition,floorsToMove,isDoorOpen,"(for(i=1 to NUM_OF_FLOORS_IN_BUILDING{
go_up(1)
openDoor()
wait()
closeDoor()",,,,,MONTHLY_MAX_PINUKS,MONEY_REQUIRED_FOR_PINK,currentMonthPinuksAvailable,"(calculateRemainingPinuks(pinuksAvailable, pinuksUsed",כן,לא,לא,
5/22/2019 1:51,5/22/2019 1:54,IP Address,93.172.3.33,66,178,FALSE,5/23/2019 1:54,R_29cveCMnkYC7kLU,,,,,,,anonymous,HE,נקבה,24,3,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2019 12:13,5/22/2019 9:50,IP Address,77.126.87.38,65,77820,FALSE,5/23/2019 9:51,R_0ilGaRkzOtlsSnD,,,,,,,anonymous,HE,זכר,26,4,כן,תואר ראשון,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2019 10:22,5/22/2019 10:23,IP Address,79.181.249.243,59,57,FALSE,5/23/2019 10:23,R_3g1LtantcxfnM1x,,,,,,,anonymous,HE,נקבה,23,5,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2019 5:44,5/22/2019 16:08,IP Address,141.226.93.197,78,37437,FALSE,5/23/2019 16:08,R_2cbgRya4MBDvUsT,,,,,,,anonymous,HE,,18,4,לא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2019 1:04,5/23/2019 1:06,IP Address,134.191.232.70,68,77,FALSE,5/24/2019 1:06,R_ReQOY7Yz0Iw6EsF,,,,,,,anonymous,HE,זכר,33,12,לא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2019 1:23,5/26/2019 1:39,IP Address,134.191.232.68,100,964,TRUE,5/26/2019 1:39,R_1dgmEsOhnJ0PD22,,,,,32.06669617,34.76669312,anonymous,HE,זכר,48,21,לא,,,כן,"get_game_difficulty(num_rows, num_cols, num_mines)",time_elapsed,grid_box_state,"exposes what's in the grid box (row, col) and it's neighbors",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,game_grid,"adds X or O, depending on whose turn it is, in (row,col) of game_grid",row in grid,column in grid,display_game(game_grid),,,,,,,,,,,,,,,,,,,,,,מחליט אם וכמה קומות לעלות או לרדת,wanted_floor,current_floor,diff_floors,is_floor_open,"current_floor = 0
while current_floor <= LAST_FLOOR:
open_door(current_floor)
++current_floor
",,,,,,,,,לא,,לא,
5/26/2019 1:31,5/26/2019 1:53,IP Address,134.191.232.69,100,1318,TRUE,5/26/2019 1:53,R_6glhTMgoboBKClj,,,,,32.06669617,34.76669312,anonymous,HE,זכר,30,8,לא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tictactoe_board_status,for one player to make a turn during the game,the row on the board in which to mark your turn,the column on the board in which to mark your turn,"display_board_status(tictactoe_board_status, player)",,,,,,file_size,arranging files in alphabetical order by their name,"the parameter is a list of files, It's job is to pass the file names to the function for it to ber able to return a sorted list.",a sorted list of file names.,"can_file_be_enlarged(file, size_to_add, available_disk_space)",,,,,,,,,,,,,num_expiring_benefits,expenditure_per_benefit,num_current_benefits,"can_customer_use_benefit(num_current_benefits, num_used_benefits)",,,,,לא,,לא,
5/27/2019 0:38,5/27/2019 0:41,IP Address,134.191.232.70,64,156,FALSE,5/28/2019 0:41,R_sTjSr9lIgARFczL,,,,,,,anonymous,HE,זכר,33,12,לא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2019 6:19,5/29/2019 6:43,IP Address,134.191.232.68,100,1412,TRUE,5/29/2019 6:43,R_3FWFygmv9tXR1cY,,,,,31.7808075,35.22869873,anonymous,HE,זכר,28,10,לא,,,כן,"get_game_difficulty(num_rows,num_columns,num_mines)",elapsed_time,square_value,מציג את המשבצת בשורה row ועמודה col,,,,,,,,,,,,,,,,,,,,,current_cheese_location,current_visited_locations,maze,,,,game_state,changes the state of the game by placing X or O in the row and column according to the current player's turn,the row to put the mark,the column to put the mark,show_game(game_state),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,כן,כן,כן,
6/3/2019 7:25,6/3/2019 7:34,IP Address,192.114.91.235,100,550,TRUE,6/3/2019 7:34,R_25vEuChJ2RG6aeB,,,,,31.7808075,35.22869873,anonymous,HE,זכר,26,2,כן,תואר ראשון,3,כן,"get_difficulty(rows, cols, mines_number)",time,board_data,חושף ערך של תא,,,,,,,,,,,,,,,,,,,,,,,,cheese_location ,visited_rooms ,labyrinth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pinuk_max_number,pinuk_rate,pinuk_number_deserved,"allowed(pinuk_number_deserved, pinuk_number_used)",כן,לא,כן,
6/4/2019 2:00,6/4/2019 2:08,IP Address,79.181.87.6,100,475,TRUE,6/4/2019 2:08,R_27qT28LSyxyNkqL,,,,,32.70359802,35.29559326,anonymous,HE,זכר,25,1,כן,תואר ראשון,4,,,,,,Yes,get_difficulty,time,mine,חושפת האם יש מוקש,,,,,,,,,,,,,today_cheese_spot,spots_already_visited,maze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מקטין מספר,up,down,delta,door_state,"לכל קומה בקומות
פתח דלת של קומה",,,,,,,,,כן,לא,כן,
6/4/2019 2:00,6/4/2019 2:13,IP Address,192.114.91.230,100,753,TRUE,6/4/2019 2:13,R_2Tmz0Q5jRzDVDKJ,,,,,31.7808075,35.22869873,anonymous,HE,זכר,25,2,כן,תואר ראשון,2,כן,Set_difficulty,Game_time,Cell_info,אומר מה יש בתא לפי השורה ועמודה,,,,,,"מחשב כמה שעות עבד ומה השכר שהוא מקבל לשעה ומחזיר
 חישוב של כמה העובד צריך לקבל",כמה שעות עבד,כמה מקבל לשעה בשקלים,Return hours*rate,HOURS_PER_WEEK,RATE_PER_HOUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,לא,,לא,
6/4/2019 2:02,6/4/2019 2:15,IP Address,192.114.91.232,100,752,TRUE,6/4/2019 2:15,R_3s0tOexLfN2yTpS,,,,,31.7808075,35.22869873,anonymous,HE,נקבה,25,1,כן,דוקטורט ומעלה,3,,,,,,,,,,,,,,,,,,,,,,,Cheese_pos,Trace_steps,Maze_rooms,,,,,,,,,,,,,,,,,Board_matrix,לסמן איקס או עיגול במשבצת כלשהי בלוח,מספר השורה שהשחקן יסמן בה את התור שלו,מספר העמודה שהשחקן יסמן בה את התור שלו,Display_board(Board_matrix),,,,,,,,,,,,,,,,,,,,,,,,,,,מקסימום פינוקים,פינוק 1,מספר פינוקים חודשי,Has_more_pinukim,לא,,לא,
6/4/2019 2:05,6/4/2019 2:16,IP Address,192.114.91.234,100,654,TRUE,6/4/2019 2:16,R_27U4S3T1BaUh14K,,,,,31.7808075,35.22869873,anonymous,HE,נקבה,23,2,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,Cheese_pose,Visited_rooms,Maze,,,,,,,,,,,,Grid_state,"Places and x or o in the cell with 
Row roe and clounmm col",Row to place x or y,Column where to place x or o,Show_grid(),,,,,,,,,,,File_size,Sorting the files by name,Array of files to sort,Sorted array,"Check_resize(size_to_inlarge,free_disk_space)",,,,,,,,,,,,,,,,,,,,,לא,,לא,
6/4/2019 1:58,6/4/2019 2:21,IP Address,192.114.91.232,100,1387,TRUE,6/4/2019 2:21,R_2t3bKDBWBQHZ92E,,,,,31.7808075,35.22869873,anonymous,HE,נקבה,25,1,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,board_status,"מעדכנת את לוח המשחק במקום הנתון בקלט לפי התור הנוכחי, איקס או עיגול","לתאר את מספר השורה 1,2 או 3 בלוח המשחק","לתאר את מספר העמודה 1,2, או 3 בלוח המשחק",Display_xo_board(board_status),,,,,,,,,,,,,,,,,"בהתאם לקומה שנלחצה, קטע הקוד מכריע למעלית את הכיוון וכמה קומות בדיוק היא צריכה לרדת/לעלות",destination_floor,current_floor,num_of_floors,elevator_door_status,"For floor in building:
Open elevator door
Wait few seconds
Close elevator door
Go up(1)
",MAX_NUM_BENEFITS,AMOUNT_FOR_1_BENEFIT,Curr_month_benefits,"bool check_benefit_balance(benefits_used, curr_month_benefits)",,,,,כן,לא,כן,
6/4/2019 2:21,6/4/2019 2:38,IP Address,2.52.76.166,100,1040,TRUE,6/4/2019 2:38,R_3HT7A18R6grGYbZ,,,,,32.06669617,34.76669312,anonymous,HE,נקבה,24,2,כן,תואר ראשון,3,,,,,,,,,,,"מתודה שמחשבת שכר כולל עבור העובד, בהתאם להיקף השעות שעבד","מיצג מספר שעות שהעובד עבר, כפרמטר לתשלום הכולל","מיצג שכר שעתי של העובד, כפרמטר לתשלום הכולל",Return hours*rate,Full_job_hours,Payment_extra_hours,,,,,,,,,,Dayly_target,Visited_rooms,Maze,,,,,,,,,,,,,,,,,,,File_size,Display the files' names sorted by name,The parameter is container of the file that the user want to sort,Array,"Wherher_memory_to_increase(fileToCheck, increaseRate, availableSpace)e",,,,,,,,,,,,,,,,,,,,,,,,,,כן,לא,לא,
6/4/2019 2:31,6/4/2019 2:38,IP Address,192.114.91.229,100,427,TRUE,6/4/2019 2:38,R_cT22K5WvR0OJiYp,,,,,31.7808075,35.22869873,anonymous,HE,זכר,28,4,לא,,,,,,,,Yes,"get_difficulty_level(grid_size, mines_number)",time,board_data,"expose the value at (row, col) in the grid",,,,,,,,,,,,,cheese_place,visited_rooms,maze,,,,,,,board,"place sign in (row, col) at the board",row chosen in the grid,col chosen in the grid,display_board(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,כן,כן,כן,
